Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic
Joe Somebody,Original Screenplay,Comedy,Live Action,False,38000000,12,2001,1079000,2503,0.21,0.42
The Ninth Gate,Original Screenplay,Thriller/Suspense,Live Action,False,38000000,3,2000,2203000,1585,-1,0.44
Only the Brave,Based on Real Life Events,Drama,Live Action,True,38000000,10,2017,2128564,2577,-1,0.72
Extreme Measures,Based on Fiction Book/Short Story,Drama,Live Action,False,38000000,9,1996,8876285,2298,0.56,-1
The Thing,Remake,Horror,Live Action,True,38000000,10,2011,3250660,2997,-1,0.49
Rock Star,Original Screenplay,Drama,Live Action,False,38000000,9,2001,2031000,2525,0.52,0.54
White Squall,Based on Real Life Events,Adventure,Live Action,False,38000000,2,1996,5002153,1524,0.6,0.53
City of Ember,Based on Fiction Book/Short Story,Adventure,Live Action,False,38000000,10,2008,973047,2022,0.53,0.58
Switchback,Original Screenplay,Action,Live Action,False,38000000,10,1997,555000,1128,0.32,-1
The Sisters Brothers,Based on Fiction Book/Short Story,Western,Live Action,False,38000000,9,2018,37519,4,0.86,0.78
Texas Rangers,Based on Fiction Book/Short Story,Western,Live Action,False,38000000,11,2001,453233,402,0.02,0.29
Virgin Territory,Based on Fiction Book/Short Story,Drama,Live Action,False,38000000,-1,-1,-1,-1,-1,-1
The Upside,Based on Movie,Comedy,Live Action,True,37500000,1,2019,6928354,3080,0.4,0.46
What to Expect When You're Expecting,Based on Factual Book/Article,Romantic Comedy,Live Action,False,37500000,5,2012,3848774,3021,0.23,0.41
The Master,Original Screenplay,Drama,Live Action,True,37500000,9,2012,242127,5,-1,0.86
The Express,Based on Factual Book/Article,Drama,Live Action,False,37500000,10,2008,1543985,2808,-1,0.58
Twilight,Based on Fiction Book/Short Story,Drama,Live Action,True,37000000,11,2008,35978348,3419,0.49,0.56
We're the Millers,Original Screenplay,Comedy,Live Action,False,37000000,8,2013,6778233,3260,0.48,0.44
Creed,Original Screenplay,Drama,Live Action,True,37000000,11,2015,6023924,3284,0.95,0.82
The Town,Based on Fiction Book/Short Story,Drama,Live Action,False,37000000,9,2010,8348436,2861,0.93,0.74
Dolphin Tale,Based on Real Life Events,Drama,Live Action,True,37000000,9,2011,5097129,3507,0.81,0.64
Game Night,Original Screenplay,Comedy,Live Action,True,37000000,2,2018,5596003,3488,0.84,0.66
Burn After Reading,Original Screenplay,Black Comedy,Live Action,False,37000000,9,2008,6454564,2651,0.78,0.63
13 Going On 30,Original Screenplay,Comedy,Live Action,False,37000000,4,2004,7400000,3438,-1,-1
Nim's Island,Based on Fiction Book/Short Story,Adventure,Live Action,False,37000000,4,2008,3909111,3513,0.51,0.55
How to be Single,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,37000000,2,2016,5250090,3343,0.46,0.51
Cop Out,Original Screenplay,Comedy,Live Action,False,37000000,2,2010,5948012,3150,0.18,0.31
The Rite,Based on Factual Book/Article,Horror,Live Action,False,37000000,1,2011,5296201,2985,0.21,0.38
Space Chimps,Original Screenplay,Adventure,Digital Animation,True,37000000,7,2008,2492096,2511,-1,0.36
Magnolia,Original Screenplay,Drama,Live Action,False,37000000,12,1999,65000,7,0.83,0.77
Aloha,Original Screenplay,Drama,Live Action,True,37000000,5,2015,3487631,2815,-1,0.4
Obitaemyy ostrov,Based on Fiction Book/Short Story,Action,Live Action,False,36500000,-1,-1,-1,-1,-1,-1
A Star is Born,Remake,Drama,Live Action,True,36000000,10,2018,15670638,3686,0.89,0.88
Gnomeo and Juliet,Based on Play,Comedy,Digital Animation,True,36000000,2,2011,6162544,2994,0.56,0.53
John Q,Original Screenplay,Drama,Live Action,False,36000000,2,2002,6004000,2466,0.23,0.3
Blue Streak,Original Screenplay,Action,Live Action,False,36000000,9,1999,6359000,2735,0.36,0.46
Never Say Never Again,Based on Fiction Book/Short Story,Action,Live Action,True,36000000,10,1983,13188077,1550,0.66,0.68
Hot Tub Time Machine,Original Screenplay,Comedy,Live Action,True,36000000,3,2010,4846859,2754,0.63,0.63
Breakdown,Original Screenplay,Thriller/Suspense,Live Action,False,36000000,6,1997,133791,980,-1,0.73
Dolphin Tale 2,Original Screenplay,Drama,Live Action,True,36000000,9,2014,4265268,3656,0.65,0.58
Collateral Beauty,Original Screenplay,Drama,Live Action,True,36000000,12,2016,2394692,3528,0.14,0.23
A Man Apart,Original Screenplay,Action,Live Action,False,36000000,4,2003,4058500,2459,-1,0.36
Reindeer Games,Original Screenplay,Action,Live Action,False,36000000,2,2000,2477000,2205,0.25,0.37
Snow Falling on Cedars,Based on Fiction Book/Short Story,Drama,Live Action,False,36000000,1,2000,1198000,1150,0.4,0.44
Ghosts of Mississippi,Based on Real Life Events,Drama,Live Action,False,36000000,12,1996,328534,21,0.43,-1
Gattaca,Original Screenplay,Drama,Live Action,False,36000000,10,1997,1390000,1279,0.82,0.64
Isn't She Great,Based on Factual Book/Article,Comedy,Live Action,False,36000000,1,2000,315000,750,0.25,0.34
Yip Man 3,Based on Real Life Events,Action,Live Action,True,36000000,1,2016,268267,103,-1,-1
There Be Dragons,Based on Real Life Events,Drama,Live Action,False,36000000,5,2011,2953,10,0.12,0.33
Queen of the Desert,Based on Real Life Events,Drama,Live Action,False,36000000,-1,-1,-1,-1,0.18,0.39
Head of State,Original Screenplay,Comedy,Live Action,False,35200000,3,2003,4453326,2151,0.3,0.44
It,Remake,Horror,Live Action,True,35000000,9,2017,50425786,4103,-1,0.69
The Hangover,Original Screenplay,Comedy,Live Action,True,35000000,6,2009,16734033,3269,0.78,0.73
The Blind Side,Based on Factual Book/Article,Drama,Live Action,False,35000000,11,2009,11038423,3110,0.66,0.53
Batman,Based on Comic/Graphic Novel,Action,Live Action,True,35000000,6,1989,13161643,2194,-1,0.69
Austin Powers: The Spy Who Shagged Me,Original Screenplay,Comedy,Live Action,True,35000000,6,1999,3000000,0,0.51,0.59
True Grit,Based on Fiction Book/Short Story,Western,Live Action,False,35000000,12,2010,5539010,3047,0.88,0.8
Lethal Weapon 3,Original Screenplay,Action,Live Action,True,35000000,5,1992,42942266,3200,0.59,0.4
Rush Hour,Original Screenplay,Action,Live Action,True,35000000,9,1998,10000000,2638,0.6,0.6
Identity Thief,Original Screenplay,Comedy,Live Action,False,35000000,2,2013,11087755,3141,0.19,0.35
The Devil Wears Prada,Based on Fiction Book/Short Story,Comedy,Live Action,False,35000000,6,2006,9413840,2847,0.75,0.62
Horrible Bosses,Original Screenplay,Comedy,Live Action,True,35000000,7,2011,9882271,3040,0.69,0.57
Spy Kids,Original Screenplay,Adventure,Live Action,True,35000000,3,2001,6790000,3104,0.93,0.71
Trainwreck,Original Screenplay,Comedy,Live Action,True,35000000,7,2015,10738440,3158,0.85,0.75
Saving Mr. Banks,Based on Real Life Events,Drama,Live Action,False,35000000,12,2013,126142,15,0.79,0.65
Star Trek: The Motion Picture,Based on TV,Adventure,Live Action,True,35000000,12,1979,17073521,857,0.42,0.48
21,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,35000000,3,2008,8655041,2648,-1,0.48
What Happens in Vegas...,Original Screenplay,Romantic Comedy,Live Action,False,35000000,5,2008,7171134,3215,-1,0.36
Cape Fear,Remake,Thriller/Suspense,Live Action,False,35000000,11,1991,14217817,924,-1,0.73
The English Patient,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,11,1996,492906,10,-1,0.87
Hotel for Dogs,Based on Fiction Book/Short Story,Adventure,Live Action,False,35000000,1,2009,4340784,3271,0.46,0.51
Guess Who,Remake,Comedy,Live Action,False,35000000,3,2005,7800000,3147,0.42,0.49
This is 40,Spin-Off,Comedy,Live Action,False,35000000,12,2012,3714075,2913,-1,-1
L.A. Confidential,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,9,1997,1459780,769,0.99,0.9
Sky High,Original Screenplay,Adventure,Live Action,False,35000000,7,2005,4924638,2905,-1,0.62
In & Out,Original Screenplay,Comedy,Live Action,False,35000000,9,1997,4541277,1992,-1,-1
A Nightmare on Elm Street,Remake,Horror,Live Action,True,35000000,4,2010,15735956,3332,0.94,0.35
The Cell,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,8,2000,6006000,2411,-1,0.4
Species,Original Screenplay,Action,Live Action,True,35000000,7,1995,24397956,2310,0.44,0.49
The Benchwarmers,Original Screenplay,Comedy,Live Action,True,35000000,4,2006,6804750,3274,-1,0.25
Secretariat,Based on Real Life Events,Drama,Live Action,False,35000000,10,2010,4040833,3072,0.62,0.61
The Man in the Iron Mask,Based on Fiction Book/Short Story,Adventure,Live Action,False,35000000,3,1998,5790000,3101,-1,0.48
Friends with Benefits,Original Screenplay,Romantic Comedy,Live Action,False,35000000,7,2011,6801594,2926,0.68,0.63
Neighbors 2: Sorority Rising,Original Screenplay,Comedy,Live Action,True,35000000,5,2016,8810285,3384,0.63,0.58
TMNT,Based on Comic/Graphic Novel,Action,Digital Animation,True,35000000,3,2007,8741441,3110,0.34,0.41
Radio,Based on Real Life Events,Drama,Live Action,False,35000000,10,2003,4432000,3074,0.36,0.38
Sicario: Day of the Soldado,Original Screenplay,Action,Live Action,True,35000000,6,2018,7483029,3055,0.63,0.61
Old Dogs,Original Screenplay,Comedy,Live Action,False,35000000,11,2009,3150000,3389,-1,0.19
Malcolm X,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,11,1992,14564862,1124,-1,0.72
Poltergeist,Remake,Horror,Live Action,False,35000000,5,2015,9347332,3240,0.86,0.47
Goosebumps 2: Haunted Halloween,Based on Fiction Book/Short Story,Horror,Live Action,True,35000000,10,2018,4820864,3521,0.46,0.53
12 Strong,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,1,2018,5672828,3002,0.51,0.54
Underworld 3: Rise of the Lycans,Original Screenplay,Action,Live Action,True,35000000,1,2009,8028294,2942,-1,-1
Must Love Dogs,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,35000000,7,2005,4522499,2505,0.36,0.46
License to Wed,Original Screenplay,Romantic Comedy,Live Action,False,35000000,7,2007,2200000,2401,0.07,0.25
Donnie Brasco,Based on Real Life Events,Drama,Live Action,False,35000000,2,1997,15522931,1503,0.88,0.76
Max Payne,Based on Game,Action,Live Action,False,35000000,10,2008,7041836,3376,0.16,0.31
Resident Evil,Based on Game,Horror,Live Action,True,35000000,3,2002,6724000,2528,0.34,0.33
The Ladykillers,Remake,Comedy,Live Action,False,35000000,3,2004,4200000,1583,-1,0.56
Something Borrowed,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,35000000,5,2011,4792585,2904,-1,0.36
The Nativity Story,Based on Religious Text,Drama,Live Action,False,35000000,12,2006,2400000,3083,-1,0.52
In Time,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,10,2011,4286983,3122,0.37,0.53
The Back-up Plan,Original Screenplay,Romantic Comedy,Live Action,False,35000000,4,2010,4257676,3280,-1,0.34
J. Edgar,Based on Real Life Events,Drama,Live Action,False,35000000,11,2011,52645,7,0.42,0.59
Bounce,Original Screenplay,Drama,Live Action,False,35000000,11,2000,3075155,1918,0.52,0.52
Mile 22,Original Screenplay,Action,Live Action,False,35000000,8,2018,5245939,3520,0.22,0.38
Hot Pursuit,Original Screenplay,Comedy,Live Action,False,35000000,5,2015,4196921,3003,-1,0.31
Concussion,Based on Factual Book/Article,Drama,Live Action,False,35000000,12,2015,4254082,2841,0.74,0.56
The Foreigner,Based on Fiction Book/Short Story,Action,Live Action,False,35000000,10,2017,4769487,2515,-1,0.55
Closer,Based on Play,Drama,Live Action,False,35000000,12,2004,2600000,476,0.68,0.65
Street Fighter,Based on Game,Action,Live Action,True,35000000,12,1994,14112320,1671,-1,-1
Black Knight,Original Screenplay,Adventure,Live Action,False,35000000,11,2001,1826000,2570,0.14,0.32
The Bad News Bears,Remake,Comedy,Live Action,False,35000000,7,2005,4150091,3183,-1,0.83
The Pianist,Based on Real Life Events,Drama,Live Action,False,35000000,4,2003,218000,773,-1,0.85
House of Wax,Remake,Horror,Live Action,False,35000000,5,2005,4852597,3111,0.25,0.41
From Hell,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,False,35000000,10,2001,3815000,2305,0.57,0.54
Mirrors,Remake,Horror,Live Action,False,35000000,8,2008,4235115,2664,-1,0.35
Underworld: Blood Wars,Based on Folk Tale/Legend/Fairytale,Action,Live Action,True,35000000,1,2017,4870916,3070,-1,0.23
Queen of the Damned,Based on Fiction Book/Short Story,Horror,Live Action,False,35000000,2,2002,5862000,2511,0.17,0.3
Nanny McPhee and the Big Bang,Based on Fiction Book/Short Story,Adventure,Live Action,True,35000000,8,2010,2672640,2784,0.76,-1
Untraceable,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,1,2008,3719238,2368,-1,0.32
Predator 2,Original Screenplay,Action,Live Action,True,35000000,11,1990,11068948,1950,0.27,0.46
Abduction,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,9,2011,3844222,3118,-1,0.25
Flash Gordon,Based on Comic/Graphic Novel,Action,Live Action,False,35000000,-1,-1,-1,-1,-1,0.58
Superhero Movie,Original Screenplay,Comedy,Live Action,False,35000000,3,2008,3472023,2960,-1,0.33
Blast from the Past,Original Screenplay,Comedy,Live Action,False,35000000,2,1999,2040000,2542,0.57,0.48
Alex Cross,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,35000000,10,2012,4030024,2539,0.12,0.3
Jersey Girl,Original Screenplay,Comedy,Live Action,False,35000000,3,2004,3000000,1520,0.41,0.43
Midnight in the Garden of Good and Evil,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,11,1997,1560000,824,0.49,0.57
Bridget Jonesâs Baby,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,True,35000000,9,2016,3109180,2927,0.78,0.59
Heist,Original Screenplay,Action,Live Action,False,35000000,11,2001,2490000,1891,-1,0.66
Hoffa,Based on Real Life Events,Drama,Live Action,False,35000000,12,1992,10645526,1066,0.54,0.5
Whiskey Tango Foxtrot,Based on Factual Book/Article,Comedy,Live Action,True,35000000,3,2016,2425301,2374,0.67,0.57
Ella Enchanted,Based on Fiction Book/Short Story,Comedy,Live Action,False,35000000,4,2004,2771000,1931,0.5,0.53
Hitman: Agent 47,Based on Game,Action,Live Action,True,35000000,8,2015,3127194,3261,0.09,0.28
The X-Files: I Want to Believe,Based on TV,Action,Live Action,True,35000000,7,2008,3993442,3185,-1,0.47
Premium Rush,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,8,2012,1964788,2255,0.74,0.66
Broken City,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,1,2013,2948119,2620,0.29,0.49
Valiant,Original Screenplay,Adventure,Digital Animation,False,35000000,8,2005,1864958,2014,0.32,0.45
Wonder Boys,Based on Fiction Book/Short Story,Comedy,Live Action,False,35000000,2,2000,1578000,1250,0.82,0.73
Cursed,Original Screenplay,Horror,Live Action,False,35000000,2,2005,3700000,2805,-1,0.31
Walk Hard: The Dewey Cox Story,Original Screenplay,Comedy,Live Action,False,35000000,12,2007,1496473,2650,-1,0.63
The Four Feathers,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,9,2002,2331084,1912,-1,0.49
Furry Vengeance,Original Screenplay,Adventure,Live Action,False,35000000,4,2010,1752086,2997,-1,0.23
Parker,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,35000000,1,2013,2148238,2224,-1,0.42
Wimbledon,Original Screenplay,Romantic Comedy,Live Action,False,35000000,9,2004,2700000,2033,0.61,0.59
Bait,Original Screenplay,Action,Live Action,False,35000000,9,2000,1668000,2352,-1,0.39
Dungeons and Dragons,Based on Game,Adventure,Live Action,True,35000000,12,2000,2810000,2078,0.1,-1
Lions for Lambs,Original Screenplay,Drama,Live Action,False,35000000,11,2007,2204530,2215,0.27,0.47
Flight of the Intruder,Based on Fiction Book/Short Story,Action,Live Action,False,35000000,1,1991,6718827,1489,0.25,-1
The Tree of Life,Original Screenplay,Drama,Live Action,False,35000000,5,2011,120130,4,-1,0.85
American Outlaws,Original Screenplay,Western,Live Action,False,35000000,8,2001,1600000,2348,0.14,0.25
Zoom,Based on Comic/Graphic Novel,Adventure,Live Action,False,35000000,8,2006,1576554,2501,0.03,0.26
The Shipping News,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,12,2001,1563946,186,-1,0.47
The Young Victoria,Based on Real Life Events,Drama,Live Action,False,35000000,12,2009,45864,20,-1,0.64
Sabotage,Original Screenplay,Action,Live Action,False,35000000,3,2014,1832067,2486,-1,0.41
Knock Off,Original Screenplay,Action,Live Action,False,35000000,9,1998,1445000,1800,0.08,0.37
Whiteout,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,False,35000000,9,2009,1770434,2745,-1,0.28
Unfinished Business,Original Screenplay,Comedy,Live Action,False,35000000,3,2015,1802993,2777,-1,0.32
The Walk,Based on Real Life Events,Drama,Live Action,False,35000000,9,2015,240379,448,-1,0.7
The Fountain,Original Screenplay,Drama,Live Action,False,35000000,11,2006,826099,1472,0.52,0.51
Mandela: Long Walk to Freedom,Based on Real Life Events,Drama,Live Action,False,35000000,11,2013,30700,4,0.6,0.6
Punisher: War Zone,Based on Comic/Graphic Novel,Action,Live Action,True,35000000,12,2008,1665020,2508,0.29,0.3
The Order,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,9,2003,1589000,1975,0.0,0.21
A Good Year,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,11,2006,1259542,2066,-1,0.47
The Brothers Grimsby,Original Screenplay,Comedy,Live Action,True,35000000,3,2016,1206061,2235,0.38,0.44
The Snowman,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,35000000,10,2017,1339310,1812,-1,0.23
Femme Fatale,Original Screenplay,Thriller/Suspense,Live Action,False,35000000,11,2002,346000,1066,-1,0.59
Warriors of Virtue,Original Screenplay,Action,Live Action,False,35000000,5,1997,3846785,2101,0.18,-1
Luther,Based on Real Life Events,Drama,Live Action,False,35000000,9,2003,1273117,401,-1,0.47
Biutiful,Original Screenplay,Drama,Live Action,False,35000000,12,2010,9629,2,0.66,0.58
Radio Flyer,Original Screenplay,Drama,Live Action,False,35000000,-1,-1,-1,-1,0.33,-1
Bound by Honor,Original Screenplay,-1,-1,False,35000000,-1,-1,-1,-1,0.55,-1
A Hologram for the King,Based on Fiction Book/Short Story,Drama,Live Action,False,35000000,4,2016,379157,401,0.72,0.58
Smilla's Sense of Snow,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,35000000,2,1997,150452,8,0.52,0.45
