Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic,Release day revenue / production budget,Rotten Tomatoes Audience
The Adventures of Tintin,Based on Comic/Graphic Novel,Adventure,Digital Animation,True,130000000,12,2011,2302020,3087,0.73,0.68,0.017707846153846154,0.74
After Earth,Original Screenplay,Action,Live Action,False,130000000,5,2013,9840651,3401,0.11,0.33,0.07569731538461538,0.36
Australia,Original Screenplay,Drama,Live Action,False,130000000,11,2008,2268558,2617,0.55,0.53,0.017450446153846152,0.65
R.I.P.D.,Based on Comic/Graphic Novel,Action,Live Action,False,130000000,7,2013,4819880,2852,0.13,0.25,0.037076,0.38
How to Train Your Dragon: The Hidden World,Original Screenplay,Adventure,Digital Animation,True,129000000,2,2019,17376690,4259,0.9,0.71,0.13470302325581396,0.88
"The Twilight Saga: Breaking Dawn, Part 1",Based on Fiction Book/Short Story,Drama,Live Action,True,127500000,11,2011,71642526,4061,0.25,-1.0,0.5619021647058824,0.6
Dinosaur,Original Screenplay,Adventure,Digital Animation,False,127500000,5,2000,11255000,3257,-1.0,0.56,0.08827450980392157,-1.0
Night at the Museum: Secret of the Tomb,Original Screenplay,Adventure,Animation/Live Action,True,127000000,12,2014,5655945,3785,0.48,0.47,0.044535,0.57
Harry Potter and the Deathly Hallows: Part II,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,True,125000000,7,2011,91071119,4375,0.96,-1.0,0.728568952,0.89
The Hunger Games: Mockingjay - Part 1,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,125000000,11,2014,55139942,4151,-1.0,0.64,0.441119536,-1.0
Harry Potter and the Sorcererâs Stone,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,True,125000000,11,2001,32333203,3672,0.81,0.64,0.258665624,0.82
Harry Potter and the Deathly Hallows: Part I,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,True,125000000,11,2010,61684550,4125,0.77,0.65,0.4934764,0.85
The Da Vinci Code,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,125000000,5,2006,28630324,3735,-1.0,0.46,0.229042592,-1.0
X-Men 2,Based on Comic/Graphic Novel,Action,Live Action,True,125000000,5,2003,31247979,3741,-1.0,-1.0,0.249983832,-1.0
Fast Five,Based on Factual Book/Article,Action,Live Action,True,125000000,4,2011,34399360,3644,0.77,0.66,0.27519488,0.83
Teenage Mutant Ninja Turtles,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,True,125000000,8,2014,25602161,3845,0.34,0.31,0.204817288,0.6
Sherlock Holmes: A Game of Shadows,Based on Fiction Book/Short Story,Action,Live Action,True,125000000,12,2011,14607982,3703,0.6,0.48,0.116863856,0.77
The Day After Tomorrow,Based on Fiction Book/Short Story,Adventure,Live Action,False,125000000,5,2004,24700000,3425,-1.0,0.47,0.1976,-1.0
The Boss Baby,Based on Fiction Book/Short Story,Adventure,Digital Animation,True,125000000,3,2017,15621148,3773,0.52,0.5,0.124969184,0.51
Clash of the Titans,Remake,Action,Live Action,True,125000000,4,2010,2655005,3777,0.68,0.39,0.02124004,0.7
Trolls,Based on Toy,Adventure,Digital Animation,True,125000000,11,2016,12373296,4060,0.75,0.56,0.098986368,0.67
Godzilla,Remake,Action,Live Action,True,125000000,5,1998,4088785,0,0.16,0.78,0.03271028,0.28
Prometheus,Original Screenplay,Adventure,Live Action,True,125000000,6,2012,21466267,3396,-1.0,0.64,0.171730136,-1.0
The Bourne Legacy,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,125000000,8,2012,13931400,3745,0.56,0.61,0.1114512,0.58
Batman & Robin,Original Screenplay,Action,Live Action,True,125000000,6,1997,16115353,2934,-1.0,-1.0,0.128922824,-1.0
Skyscraper,Original Screenplay,Action,Live Action,True,125000000,7,2018,9248305,3782,-1.0,0.51,0.07398644,-1.0
Total Recall,Based on Fiction Book/Short Story,Action,Live Action,False,125000000,8,2012,9092341,3601,0.82,0.57,0.072738728,0.78
Assassinâs Creed,Based on Game,Action,Live Action,True,125000000,12,2016,4623401,2902,0.18,0.36,0.036987208,0.43
Monster Trucks,Original Screenplay,Adventure,Animation/Live Action,False,125000000,1,2017,2595731,3119,-1.0,0.41,0.020765848,-1.0
The 13th Warrior,Based on Fiction Book/Short Story,Action,Live Action,False,125000000,8,1999,3381000,2306,-1.0,0.42,0.027048,-1.0
How the Grinch Stole Christmas,Based on Fiction Book/Short Story,Adventure,Live Action,False,123000000,11,2000,15200440,3127,0.51,0.46,0.12358081300813008,0.55
Mission: Impossible 2,Based on TV,Action,Live Action,True,120000000,5,2000,12516528,3653,0.57,-1.0,0.1043044,0.43
The Perfect Storm,Based on Factual Book/Article,Drama,Live Action,False,120000000,6,2000,13240000,3407,0.47,0.59,0.11033333333333334,0.63
Jason Bourne,Based on Fiction Book/Short Story,Action,Live Action,True,120000000,7,2016,22611225,4026,0.55,0.58,0.188426875,0.56
Fantastic Four: Rise of the Silver Surfer,Based on Comic/Graphic Novel,Action,Live Action,True,120000000,6,2007,21990579,3959,-1.0,0.45,0.183254825,-1.0
Life of Pi,Based on Fiction Book/Short Story,Drama,Live Action,True,120000000,11,2012,3645051,2902,0.86,0.79,0.030375425,0.84
Ghost Rider,Based on Comic/Graphic Novel,Action,Live Action,True,120000000,2,2007,15420123,3619,0.27,0.35,0.128501025,0.47
Rampage,Based on Game,Action,Live Action,True,120000000,4,2018,11543321,4101,-1.0,0.45,0.09619434166666667,-1.0
Charlie's Angels: Full Throttle,Based on TV,Action,Live Action,True,120000000,6,2003,14611667,3459,0.42,0.48,0.12176389166666667,0.4
Elysium,Original Screenplay,Action,Live Action,False,120000000,8,2013,11088228,3284,-1.0,0.61,0.0924019,-1.0
Oblivion,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,False,120000000,4,2013,13297245,3783,-1.0,0.54,0.110810375,-1.0
Power Rangers,Based on TV,Action,Live Action,True,120000000,3,2017,14921144,3693,-1.0,0.44,0.12434286666666666,-1.0
Stuart Little 2,Based on Fiction Book/Short Story,Adventure,Live Action,True,120000000,7,2002,5314000,3255,0.81,0.66,0.044283333333333334,0.41
RoboCop,Remake,Action,Live Action,True,120000000,2,2014,2808698,3372,0.49,0.67,0.023405816666666666,0.49
The Chronicles of Riddick,Original Screenplay,Adventure,Live Action,True,120000000,6,2004,9900000,2759,-1.0,0.38,0.0825,-1.0
Fantastic Four,Based on Comic/Graphic Novel,Action,Live Action,True,120000000,8,2015,11282868,3995,0.27,0.4,0.0940239,0.45
Speed Racer,Based on TV,Action,Live Action,False,120000000,5,2008,6192227,3606,0.4,0.37,0.05160189166666666,0.6
The Island,Original Screenplay,Action,Live Action,False,120000000,7,2005,4202195,3122,-1.0,0.5,0.035018291666666666,-1.0
How Do You Know?,Original Screenplay,Romantic Comedy,Live Action,False,120000000,12,2010,2572546,2483,0.32,0.46,0.021437883333333334,0.25
Knight and Day,Original Screenplay,Action,Live Action,False,117000000,6,2010,3810649,3043,0.52,0.46,0.03256964957264957,0.49
Venom,Spin-Off,Action,Animation/Live Action,True,116000000,10,2018,32503530,4250,-1.0,0.25,0.28020284482758623,-1.0
Star Wars Ep. I: The Phantom Menace,Original Screenplay,Adventure,Animation/Live Action,True,115000000,5,1999,28542349,2970,-1.0,-1.0,0.2481943391304348,-1.0
Star Wars Ep. III: Revenge of the Sith,Original Screenplay,Adventure,Animation/Live Action,True,115000000,5,2005,50013859,3661,-1.0,-1.0,0.4349031217391304,-1.0
Star Wars Ep. II: Attack of the Clones,Original Screenplay,Adventure,Animation/Live Action,True,115000000,5,2002,30141417,3161,-1.0,-1.0,0.26209927826086954,-1.0
"Monsters, Inc.",Original Screenplay,Adventure,Digital Animation,True,115000000,11,2001,17390000,3237,0.96,0.78,0.15121739130434783,0.9
The Wolverine,Based on Comic/Graphic Novel,Action,Live Action,True,115000000,7,2013,20655772,3924,-1.0,0.61,0.17961540869565218,-1.0
Dante's Peak,Original Screenplay,Drama,Live Action,False,115000000,2,1997,22608830,2657,0.24,0.43,0.19659852173913042,0.38
The Huntsman: Winterâs War,Based on Folk Tale/Legend/Fairytale,Action,Live Action,True,115000000,4,2016,7271320,3791,0.18,0.35,0.0632288695652174,0.45
Windtalkers,Original Screenplay,Action,Live Action,False,115000000,6,2002,4400000,2898,0.32,0.51,0.03826086956521739,0.5
AstÃ©rix aux Jeux Olympiques,Based on Comic/Graphic Novel,Adventure,Live Action,True,113500000,7,2008,275637,63,-1.0,-1.0,0.002428519823788546,-1.0
Gulliver's Travels,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,False,112000000,12,2010,3428531,2546,-1.0,0.33,0.030611883928571428,-1.0
Ferdinand,Based on Fiction Book/Short Story,Adventure,Digital Animation,True,111000000,12,2017,3627780,3621,0.72,0.58,0.0326827027027027,0.5
Deadpool 2,Based on Comic/Graphic Novel,Action,Live Action,True,110000000,5,2018,53034421,4349,0.83,0.66,0.4821311,0.85
Gravity,Original Screenplay,Thriller/Suspense,Live Action,True,110000000,10,2013,17484818,3575,-1.0,0.96,0.1589528909090909,-1.0
Night at the Museum,Based on Fiction Book/Short Story,Adventure,Live Action,True,110000000,12,2006,12134015,3685,0.43,0.48,0.11030922727272727,0.67
Mr. and Mrs. Smith,Original Screenplay,Action,Live Action,False,110000000,6,2005,17474908,3424,0.59,-1.0,0.1588628,0.58
San Andreas,Original Screenplay,Adventure,Live Action,True,110000000,5,2015,18148048,3777,0.51,0.43,0.16498225454545454,0.52
The Smurfs,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,True,110000000,7,2011,13260814,3395,0.22,0.3,0.12055285454545454,0.44
Live Free or Die Hard,Based on Fiction Book/Short Story,Action,Live Action,True,110000000,6,2007,9111638,3172,0.82,0.69,0.08283307272727272,0.86
The Divergent Series: Insurgent,Based on Fiction Book/Short Story,Action,Live Action,True,110000000,3,2015,21146942,3875,0.28,0.42,0.19224492727272727,0.58
Ocean's Twelve,Original Screenplay,Adventure,Live Action,True,110000000,12,2004,14500000,3290,0.55,0.58,0.1318181818181818,0.6
Tomorrow Never Dies,Based on Fiction Book/Short Story,Action,Live Action,True,110000000,12,1997,8570000,2807,0.58,0.52,0.07790909090909091,0.53
The Patriot,Original Screenplay,Drama,Live Action,False,110000000,6,2000,5015267,3061,-1.0,0.63,0.04559333636363636,-1.0
300: Rise of an Empire,Based on Comic/Graphic Novel,Action,Animation/Live Action,True,110000000,3,2014,17454309,3470,-1.0,-1.0,0.15867553636363638,-1.0
The Aviator,Based on Real Life Events,Drama,Live Action,False,110000000,12,2004,250000,40,-1.0,0.77,0.0022727272727272726,-1.0
Passengers,Original Screenplay,Thriller/Suspense,Live Action,False,110000000,12,2016,4106572,3478,-1.0,0.4,0.03733247272727273,-1.0
The Green Hornet,Based on TV,Action,Live Action,False,110000000,1,2011,11096425,3584,-1.0,0.39,0.10087659090909092,-1.0
Miss Peregrineâs Home for Peculiar Children,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,False,110000000,9,2016,9041770,3523,0.65,0.57,0.08219790909090909,0.6
Real Steel,Based on Fiction Book/Short Story,Action,Live Action,False,110000000,10,2011,8533690,3440,0.6,0.56,0.077579,0.73
The A-Team,Based on TV,Action,Live Action,False,110000000,6,2010,9660560,3535,-1.0,0.47,0.08782327272727272,-1.0
The Smurfs 2,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,True,110000000,7,2013,5203980,3866,0.14,0.34,0.04730890909090909,0.56
The Divergent Series: Allegiant,Based on Fiction Book/Short Story,Action,Live Action,True,110000000,3,2016,11935887,3740,0.11,0.33,0.10850806363636363,0.41
The Taking of Pelham 123,Remake,Action,Live Action,False,110000000,6,2009,8234347,3074,-1.0,-1.0,0.0748577,-1.0
Ender's Game,Based on Fiction Book/Short Story,Adventure,Live Action,True,110000000,11,2013,9825482,3407,0.61,0.51,0.08932256363636364,0.65
